19-3-6 下午12:59
项目统计

     	     片段	     词汇	 字符（无空白）	 字符（含空白）	#Files	
总共：  	1006522	4257057	36375270	38044126	  6142	
剩余：  	 973565	4153753	35750194	37347858	  6142	
独特：  	 251106	1495192	12745031	13643919	  5825	
剩余独特：	 250293	1486339	12700482	13591289	  5824	


单文件统计：

文件名                                                                                                                                               	  总片段	 剩余片段	 独特片段	剩余独特片段	  总计词汇	  剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
4.0.1/d9/d85/structcv_1_1line__descriptor_1_1BinaryDescriptor_1_1Params.html                                                                      	  111	  106	   27	    27	   460	   447	  119	   119	    3944	     3848	     1163	       1163	    4109	     4005	     1217	       1217	
4.0.1/d9/d86/structcv_1_1cudev_1_1HLS__to__BGR__func.html                                                                                         	   34	   33	    5	     5	   142	   138	   33	    33	    1064	     1040	      254	        254	    1116	     1089	      270	        270	
4.0.1/d9/d87/hdr__imaging_8markdown.html                                                                                                          	   17	   16	    2	     2	    57	    53	   21	    21	     495	      471	      217	        217	     520	      493	      222	        222	
4.0.1/d9/d87/structcv_1_1cudev_1_1YUV__to__RGB__func.html                                                                                         	   34	   33	    5	     5	   142	   138	   33	    33	    1064	     1040	      254	        254	    1116	     1089	      270	        270	
4.0.1/d9/d88/blenders_8hpp.html                                                                                                                   	   82	   77	    8	     8	   313	   293	   64	    64	    2653	     2540	      540	        540	    2752	     2624	      579	        579	
4.0.1/d9/d88/group__cudaarithm__arithm.html                                                                                                       	  388	  369	   78	    78	  1904	  1864	  660	   660	   13575	    13345	     3808	       3808	   14557	    14306	     4350	       4350	
4.0.1/d9/d88/structcv_1_1cudev_1_1atanh__func_3_01double_01_4-members.html                                                                        	   38	   37	    6	     6	   183	   179	   55	    55	    1277	     1253	      344	        344	    1331	     1304	      366	        366	
4.0.1/d9/d8a/structcv_1_1cudev_1_1BGRA__to__HSV__func_3_01float_01_4.html                                                                         	   34	   33	    6	     6	   153	   149	   54	    54	    1098	     1074	      345	        345	    1152	     1125	      363	        363	
4.0.1/d9/d8b/structhashtable__int.html                                                                                                            	   50	   49	   14	    14	   156	   152	   32	    32	    1494	     1470	      368	        368	    1551	     1524	      383	        383	
4.0.1/d9/d8b/tutorial_py_contours_hierarchy.html                                                                                                  	  244	  232	  188	   188	  1743	  1710	 1585	  1585	    8838	     8638	     7173	       7173	   10239	    10018	     8520	       8520	
4.0.1/d9/d8c/dnn_8hpp.html                                                                                                                        	   25	   24	    3	     3	    64	    60	   14	    14	     563	      539	       96	         96	     589	      562	      102	        102	
4.0.1/d9/d8d/samples_2dnn_2classification_8cpp-example.html                                                                                       	  209	  208	   22	    22	   955	   951	  138	   138	    8763	     8739	      916	        916	    9136	     9109	      983	        983	
4.0.1/d9/d8f/structcv_1_1cudev_1_1PtrTraitsBase-members.html                                                                                      	   56	   55	    4	     4	   254	   250	   30	    30	    2056	     2032	      203	        203	    2129	     2102	      226	        226	
4.0.1/d9/d90/classcv_1_1CvHaarFeatureParams.html                                                                                                  	  206	  198	   45	    45	   635	   609	  159	   159	    6436	     6277	     1855	       1855	    6623	     6446	     1905	       1905	
4.0.1/d9/d90/namespacecv_1_1gapi_1_1core.html                                                                                                     	 1214	 1212	  363	   363	  4015	  4010	  993	   993	   35656	    35623	    12711	      12711	   36296	    36260	    13253	      13253	
4.0.1/d9/d91/face__alignment_8hpp.html                                                                                                            	   47	   45	    4	     4	   137	   120	   22	    22	    1216	     1126	      216	        216	    1256	     1151	      222	        222	
4.0.1/d9/d92/classcv_1_1datasets_1_1OR__mnist.html                                                                                                	  115	  111	   10	    10	   502	   481	   52	    52	    4169	     4036	      413	        413	    4308	     4158	      428	        428	
4.0.1/d9/d93/structcv_1_1bioinspired_1_1RetinaParameters_1_1IplMagnoParameters.html                                                               	   97	   94	   46	    46	   338	   329	  190	   190	    3881	     3817	     2655	       2655	    3965	     3895	     2677	       2677	
